,Game,Nash
315,"( ([[0.59113012, 0.1494915 , 0.10880777],
       [0.89237589, 0.59924754, 0.4139363 ],
       [0.92379404, 0.30465657, 0.63880857]]),  ([[0.5493098 , 0.3617306 , 0.16719368],
       [0.73255401, 0.07613962, 0.17821201],
       [0.39027978, 0.30733674, 0.27889325]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
316,"( ([[0.6443691 , 0.71166849, 0.52101025],
       [0.15691937, 0.87334257, 0.26308341],
       [0.09927619, 0.13432482, 0.95444236]]),  ([[0.28113956, 0.65033332, 0.51767634],
       [0.9302514 , 0.77065116, 0.37706175],
       [0.1338165 , 0.83584842, 0.32984388]]))","[( ([0.30181931, 0.69818069, 0.        ]),  ([0.24906509, 0.75093491, 0.        ]))]"
317,"( ([[0.97744276, 0.07485003, 0.89257299],
       [0.47763378, 0.33680425, 0.0112106 ],
       [0.75950781, 0.41450627, 0.06516284]]),  ([[0.89999809, 0.0880774 , 0.11628456],
       [0.89445074, 0.24876532, 0.66896732],
       [0.32908732, 0.92620229, 0.28149823]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.42377562, 0.        , 0.57622438]),  ([0.60914922, 0.39085078, 0.        ]))]"
318,"( ([[0.29294461, 0.30945601, 0.65571111],
       [0.32286688, 0.80405195, 0.81378028],
       [0.88743969, 0.58432497, 0.54069677]]),  ([[0.99356722, 0.95208228, 0.92012478],
       [0.26955917, 0.9755438 , 0.77432932],
       [0.32903099, 0.81773489, 0.51759841]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
319,"( ([[0.71782573, 0.47016679, 0.11199529],
       [0.60095887, 0.55851307, 0.99797606],
       [0.15788954, 0.02617724, 0.1637705 ]]),  ([[0.15268376, 0.45014918, 0.83798916],
       [0.49748009, 0.73495891, 0.32598616],
       [0.84873172, 0.53337921, 0.3920512 ]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
320,"( ([[0.24131233, 0.74481538, 0.3923406 ],
       [0.88382893, 0.27853407, 0.53690633],
       [0.14149825, 0.31541965, 0.50673925]]),  ([[0.78673135, 0.4598271 , 0.16448717],
       [0.60881153, 0.2305968 , 0.84760432],
       [0.27028035, 0.68095621, 0.48561273]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
321,"( ([[0.34852164, 0.15407944, 0.61735939],
       [0.97885895, 0.77973568, 0.60644154],
       [0.76657643, 0.93993524, 0.45590364]]),  ([[0.26042446, 0.54083936, 0.64797077],
       [0.80030009, 0.40787562, 0.66376765],
       [0.72319664, 0.96227612, 0.27125274]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.26051894, 0.73948106, 0.        ]),  ([0.01702575, 0.        , 0.98297425])), ( ([0.        , 0.37858747, 0.62141253]),  ([0.43008661, 0.56991339, 0.        ]))]"
322,"( ([[0.61112628, 0.06800979, 0.50950873],
       [0.64948203, 0.58580557, 0.93536073],
       [0.20516993, 0.04192083, 0.44075074]]),  ([[0.72875267, 0.07219405, 0.85838849],
       [0.10793342, 0.51901662, 0.16971991],
       [0.07028339, 0.61002109, 0.25822012]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
323,"( ([[0.95625697, 0.13096585, 0.02960302],
       [0.15488144, 0.04390603, 0.01911972],
       [0.77190177, 0.11067459, 0.33017093]]),  ([[0.55255804, 0.86213818, 0.83971711],
       [0.78215608, 0.75951118, 0.27843754],
       [0.93224989, 0.74765434, 0.73197495]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
324,"( ([[0.81931685, 0.71389842, 0.10019395],
       [0.53377089, 0.20824341, 0.56522861],
       [0.80848658, 0.29547905, 0.00723544]]),  ([[0.56144371, 0.78951337, 0.77353976],
       [0.38381087, 0.94399653, 0.00837631],
       [0.30035223, 0.98755678, 0.56760182]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
325,"( ([[0.01077402, 0.09567065, 0.01197302],
       [0.89515297, 0.14179675, 0.96590304],
       [0.97651022, 0.61821833, 0.24714446]]),  ([[0.32498267, 0.38356633, 0.81730046],
       [0.64506957, 0.45227317, 0.89246356],
       [0.37561565, 0.63304636, 0.32274681]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.        , 0.41346263, 0.58653737]),  ([0.        , 0.60138095, 0.39861905]))]"
326,"( ([[0.34591966, 0.15916882, 0.40164684],
       [0.54915979, 0.98193246, 0.9276401 ],
       [0.85978686, 0.63819007, 0.25935671]]),  ([[0.65668942, 0.5495731 , 0.46603834],
       [0.80124847, 0.9661494 , 0.20129967],
       [0.1066869 , 0.94081564, 0.94913198]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
327,"( ([[0.75555626, 0.98075927, 0.57691888],
       [0.43389996, 0.41499236, 0.47144056],
       [0.22862775, 0.28564059, 0.34411685]]),  ([[0.95205809, 0.05035257, 0.62287164],
       [0.66833552, 0.83858013, 0.28534874],
       [0.07875561, 0.77574829, 0.35071678]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
328,"( ([[0.90988459, 0.25065582, 0.740795  ],
       [0.84635339, 0.58886721, 0.0793632 ],
       [0.88750019, 0.49590816, 0.75923032]]),  ([[0.17388323, 0.73774978, 0.89802275],
       [0.5455387 , 0.14756337, 0.52107729],
       [0.17563117, 0.15663534, 0.51103243]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
329,"( ([[0.06322443, 0.0290461 , 0.28696577],
       [0.50009269, 0.49094047, 0.43213162],
       [0.56403954, 0.45018313, 0.23157124]]),  ([[0.74357575, 0.74834763, 0.49003864],
       [0.27179173, 0.82441496, 0.36728476],
       [0.9874053 , 0.75303849, 0.60267976]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.       , 0.2978015, 0.7021985]),  ([0.38926178, 0.61073822, 0.        ]))]"
330,"( ([[0.63909525, 0.20447478, 0.94995783],
       [0.40226974, 0.84800574, 0.60588134],
       [0.16090097, 0.64210261, 0.96886045]]),  ([[0.29042282, 0.54877744, 0.21635684],
       [0.62754033, 0.48385207, 0.67393249],
       [0.64881903, 0.1581299 , 0.37707781]]))","[( ([0.36422688, 0.62785798, 0.00791514]),  ([0.30371056, 0.31541199, 0.38087745]))]"
331,"( ([[0.9148545 , 0.73118934, 0.5972263 ],
       [0.82360927, 0.81341188, 0.02524682],
       [0.42674259, 0.51244996, 0.13836041]]),  ([[0.72833155, 0.16531523, 0.39948139],
       [0.2883954 , 0.61217718, 0.61171254],
       [0.6733493 , 0.31191864, 0.86735527]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.00198032, 0.99801968, 0.        ]),  ([0.        , 0.87431628, 0.12568372]))]"
332,"( ([[0.98372151, 0.87798446, 0.70398446],
       [0.28601648, 0.4261098 , 0.72802116],
       [0.26295866, 0.76131804, 0.40451779]]),  ([[0.30964179, 0.40079774, 0.34165172],
       [0.87992717, 0.22392369, 0.69442668],
       [0.07489067, 0.00315123, 0.0689031 ]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0.85283497, 0.14716503, 0.        ]),  ([0.03330375, 0.        , 0.96669625])), ( ([0.88832978, 0.11167022, 0.        ]),  ([0.        , 0.05050669, 0.94949331]))]"
333,"( ([[0.41097691, 0.26423175, 0.66711555],
       [0.49709852, 0.87547168, 0.54536566],
       [0.21676909, 0.42591389, 0.87057653]]),  ([[0.69294479, 0.92332466, 0.94594693],
       [0.85949932, 0.74320107, 0.70535845],
       [0.71645269, 0.32810566, 0.68898883]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.09792221, 0.        , 0.90207779]),  ([0.51163426, 0.        , 0.48836574])), ( ([0.36634696, 0.59429896, 0.03935408]),  ([0.50935983, 0.02164901, 0.46899116]))]"
334,"( ([[0.98160039, 0.13469971, 0.4721613 ],
       [0.65234362, 0.1279436 , 0.10955484],
       [0.29803221, 0.33336578, 0.77581058]]),  ([[0.41147958, 0.97781666, 0.1839034 ],
       [0.00401495, 0.17930715, 0.56673281],
       [0.759439  , 0.76826679, 0.42294394]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
335,"( ([[0.69650749, 0.76628825, 0.07179493],
       [0.0381101 , 0.05462289, 0.2822066 ],
       [0.4324616 , 0.69243494, 0.20921582]]),  ([[0.33346884, 0.34847708, 0.49631688],
       [0.46159904, 0.54980306, 0.17636992],
       [0.51373884, 0.01858819, 0.3289732 ]]))","[( ([0.53152582, 0.        , 0.46847418]),  ([0.34229703, 0.        , 0.65770297]))]"
336,"( ([[0.9531369 , 0.29052596, 0.98294231],
       [0.85935561, 0.51168072, 0.12081526],
       [0.78804026, 0.73160332, 0.14336972]]),  ([[0.69231561, 0.12985925, 0.0616519 ],
       [0.52925161, 0.78359678, 0.32812731],
       [0.85914064, 0.80331464, 0.31273339]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
337,"( ([[0.97162619, 0.5623653 , 0.91882194],
       [0.90316994, 0.42233364, 0.00966572],
       [0.00481475, 0.31293199, 0.68082555]]),  ([[0.01171794, 0.50672332, 0.63790406],
       [0.18311646, 0.50531436, 0.95679185],
       [0.24761601, 0.11281918, 0.16368426]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
338,"( ([[0.82873846, 0.70304549, 0.97449473],
       [0.12865084, 0.46201954, 0.04875276],
       [0.06523032, 0.17198932, 0.28048514]]),  ([[0.83030036, 0.39653407, 0.41023012],
       [0.74421828, 0.17467463, 0.33665945],
       [0.57830787, 0.76459323, 0.04776461]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
339,"( ([[0.74543378, 0.53813167, 0.00488471],
       [0.34625642, 0.77767304, 0.29492027],
       [0.40161274, 0.66864232, 0.06179018]]),  ([[0.88980957, 0.50057402, 0.28333181],
       [0.05579322, 0.09073612, 0.46221236],
       [0.89163287, 0.32186482, 0.90726596]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.40124433, 0.59875567, 0.        ]),  ([0.42082142, 0.        , 0.57917858]))]"
340,"( ([[0.05190279, 0.62974998, 0.8098386 ],
       [0.2385623 , 0.25654234, 0.69396374],
       [0.95079934, 0.7023589 , 0.85530971]]),  ([[0.41203173, 0.56482539, 0.39873486],
       [0.06937756, 0.16363443, 0.77028585],
       [0.9938    , 0.03383596, 0.60714714]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
341,"( ([[0.16781758, 0.61214476, 0.9350148 ],
       [0.90833301, 0.35767432, 0.89783925],
       [0.11649196, 0.46969447, 0.83762286]]),  ([[0.40458564, 0.57859029, 0.59725064],
       [0.81740365, 0.21790538, 0.05643665],
       [0.43601215, 0.01009458, 0.97980021]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.77504332, 0.22495668, 0.        ]),  ([0.25575281, 0.74424719, 0.        ]))]"
342,"( ([[0.47479143, 0.99203424, 0.2137243 ],
       [0.74230027, 0.77635496, 0.05859631],
       [0.00907213, 0.353093  , 0.2212143 ]]),  ([[0.2809544 , 0.0761426 , 0.12957974],
       [0.30207548, 0.84150797, 0.84732314],
       [0.89037308, 0.71341457, 0.92158111]]))","[( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.78270196, 0.21729804, 0.        ]),  ([0.36704797, 0.        , 0.63295203])), ( ([0.17092546, 0.        , 0.82907454]),  ([0.01582809, 0.        , 0.98417191]))]"
343,"( ([[0.10376299, 0.30075058, 0.9250838 ],
       [0.18849788, 0.66593989, 0.56208202],
       [0.34994685, 0.76495954, 0.84908155]]),  ([[0.66639027, 0.21175623, 0.39286688],
       [0.8536043 , 0.31622781, 0.50214001],
       [0.50145338, 0.12113013, 0.45235392]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
344,"( ([[0.38102129, 0.79729188, 0.35800424],
       [0.00383628, 0.76520621, 0.82059882],
       [0.43504074, 0.26871959, 0.49852113]]),  ([[0.39630008, 0.30908406, 0.8739567 ],
       [0.69131825, 0.4294115 , 0.22604964],
       [0.22674113, 0.15375567, 0.25768178]]))","[( ([0.        , 0.06235402, 0.93764598]),  ([0.42756581, 0.        , 0.57243419]))]"
345,"( ([[0.69022855, 0.88036192, 0.6883705 ],
       [0.49305885, 0.00104397, 0.22821924],
       [0.64731691, 0.32761606, 0.71638486]]),  ([[0.60281825, 0.41412918, 0.24619335],
       [0.36572816, 0.50322511, 0.09952458],
       [0.45591542, 0.26463922, 0.27834145]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
346,"( ([[0.02853661, 0.90583743, 0.21742708],
       [0.74886669, 0.70361096, 0.23575135],
       [0.51208953, 0.28047928, 0.18269887]]),  ([[0.95402645, 0.74046305, 0.2263462 ],
       [0.86405034, 0.36050822, 0.13994445],
       [0.60143043, 0.45206087, 0.52748148]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
347,"( ([[0.96793161, 0.79493165, 0.70317645],
       [0.95657927, 0.67326199, 0.43757381],
       [0.45861428, 0.40283861, 0.36632908]]),  ([[0.63265939, 0.18858617, 0.71441452],
       [0.99939898, 0.45641968, 0.09426278],
       [0.33204647, 0.85051993, 0.09982239]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
348,"( ([[0.46270772, 0.87363559, 0.2498543 ],
       [0.40289307, 0.10015451, 0.38998768],
       [0.09573926, 0.59611367, 0.84495307]]),  ([[0.75938816, 0.05706737, 0.5913162 ],
       [0.28003707, 0.32631163, 0.15147602],
       [0.84326891, 0.75391988, 0.56361439]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
349,"( ([[0.33928894, 0.76713492, 0.3904194 ],
       [0.70436233, 0.24135626, 0.25491334],
       [0.37173885, 0.42857696, 0.57100996]]),  ([[0.85305398, 0.11089492, 0.7891153 ],
       [0.5340405 , 0.47944225, 0.74483929],
       [0.50364388, 0.91742994, 0.48311597]]))","[( ([0.29925154, 0.14489746, 0.555851  ]),  ([0.44328489, 0.22136642, 0.33534868]))]"
350,"( ([[0.01824099, 0.34626935, 0.76233112],
       [0.44706355, 0.81672199, 0.11994328],
       [0.09350526, 0.37686208, 0.67842873]]),  ([[0.53241284, 0.71687402, 0.3753342 ],
       [0.209393  , 0.20993243, 0.7981945 ],
       [0.27083214, 0.36845563, 0.72875898]]))","[( ([0.63267463, 0.36732537, 0.        ]),  ([0.       , 0.5772506, 0.4227494]))]"
351,"( ([[0.31407254, 0.25002089, 0.70792505],
       [0.8089041 , 0.48587809, 0.48462783],
       [0.35437358, 0.28506543, 0.0487957 ]]),  ([[0.05188865, 0.81618633, 0.75279517],
       [0.86426468, 0.14990019, 0.23187988],
       [0.94788704, 0.52403077, 0.07564479]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.47430355, 0.52569645, 0.        ]),  ([0.31094315, 0.        , 0.68905685])), ( ([0.56393486, 0.43606514, 0.        ]),  ([0.        , 0.48632271, 0.51367729]))]"
352,"( ([[0.42167179, 0.68052372, 0.34816667],
       [0.09455012, 0.87648154, 0.72753033],
       [0.54633797, 0.9452385 , 0.14255635]]),  ([[0.73213618, 0.98005505, 0.28519553],
       [0.50660191, 0.15814441, 0.47325432],
       [0.43287863, 0.56466053, 0.17161755]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
353,"( ([[0.80005862, 0.99236308, 0.66920473],
       [0.91341868, 0.54543225, 0.25531877],
       [0.30325912, 0.69784852, 0.10770403]]),  ([[0.35158394, 0.24281421, 0.23135515],
       [0.85667247, 0.51035105, 0.75362163],
       [0.76055419, 0.5837553 , 0.31357714]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
354,"( ([[0.60469009, 0.23900876, 0.37669614],
       [0.39325095, 0.52872325, 0.7593032 ],
       [0.16666624, 0.58767508, 0.78084149]]),  ([[0.62117193, 0.19689675, 0.8698524 ],
       [0.02066693, 0.71739421, 0.24106226],
       [0.93896624, 0.16286067, 0.53689147]]))","[( ([0.        , 0.52694749, 0.47305251]),  ([0.20645985, 0.79354015, 0.        ]))]"
355,"( ([[0.87092548, 0.62574241, 0.40985445],
       [0.62191829, 0.28789736, 0.75059514],
       [0.60841299, 0.73110451, 0.10184393]]),  ([[0.49611932, 0.1103811 , 0.69001267],
       [0.53502375, 0.16596919, 0.94773947],
       [0.34235986, 0.27593305, 0.43935853]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
356,"( ([[0.71861569, 0.10311926, 0.23585522],
       [0.22903647, 0.47124394, 0.67105703],
       [0.22025321, 0.60910968, 0.13813505]]),  ([[0.79319556, 0.18192094, 0.30426524],
       [0.38031186, 0.57954812, 0.06236583],
       [0.49853337, 0.86440787, 0.0676123 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.37443057, 0.        , 0.62556943]),  ([0.50379744, 0.49620256, 0.        ]))]"
357,"( ([[0.57391968, 0.64280605, 0.89154964],
       [0.45246354, 0.17674252, 0.73655638],
       [0.28278702, 0.37746065, 0.01732374]]),  ([[0.65493989, 0.35100337, 0.52277287],
       [0.81756934, 0.12451876, 0.44058022],
       [0.61054328, 0.69463443, 0.97913356]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
358,"( ([[0.8147375 , 0.75108598, 0.38482722],
       [0.35961819, 0.99562157, 0.51336877],
       [0.60383082, 0.93260955, 0.62870177]]),  ([[0.67863081, 0.81601085, 0.09299402],
       [0.44246157, 0.94205947, 0.79453445],
       [0.38742497, 0.57496407, 0.50362683]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
359,"( ([[0.02021579, 0.13349747, 0.1704659 ],
       [0.01711289, 0.25490821, 0.23982806],
       [0.02685991, 0.4730932 , 0.57741971]]),  ([[0.56046885, 0.46497448, 0.40536485],
       [0.18049296, 0.45015701, 0.75023706],
       [0.8053592 , 0.99908988, 0.23966633]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
360,"( ([[0.23835977, 0.79394955, 0.97408677],
       [0.82534779, 0.5105518 , 0.97301441],
       [0.48376629, 0.21729694, 0.94629867]]),  ([[0.43115272, 0.53220158, 0.11621211],
       [0.69287194, 0.86359404, 0.45017214],
       [0.1363961 , 0.18597245, 0.75445436]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
361,"( ([[0.6442391 , 0.25223113, 0.76890235],
       [0.66247412, 0.96407789, 0.46358276],
       [0.82785922, 0.31046004, 0.89473671]]),  ([[0.82678142, 0.97737756, 0.28987048],
       [0.53751035, 0.62698096, 0.50045999],
       [0.97368981, 0.43912602, 0.17464468]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.        , 0.85662552, 0.14337448]),  ([0.79806532, 0.20193468, 0.        ]))]"
362,"( ([[0.89776486, 0.85676233, 0.22892693],
       [0.05172881, 0.03465188, 0.35643174],
       [0.09680193, 0.02434113, 0.1273683 ]]),  ([[0.58196123, 0.90513409, 0.89956822],
       [0.5668118 , 0.11695302, 0.88371948],
       [0.04081012, 0.77629754, 0.99794987]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.99279342, 0.00720658, 0.        ]),  ([0.        , 0.13426997, 0.86573003]))]"
363,"( ([[0.68450089, 0.5821925 , 0.69198363],
       [0.89773055, 0.49500866, 0.43655195],
       [0.88210191, 0.76761241, 0.22637901]]),  ([[0.97542008, 0.93067443, 0.13459678],
       [0.91852113, 0.60529468, 0.83141364],
       [0.85372979, 0.81000094, 0.72334508]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
364,"( ([[0.58836855, 0.84821342, 0.98731575],
       [0.3584191 , 0.39465043, 0.02542533],
       [0.19873321, 0.18125658, 0.91309249]]),  ([[0.09117608, 0.48863554, 0.40973368],
       [0.36430255, 0.49561337, 0.41153206],
       [0.2100911 , 0.17373176, 0.06291934]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
365,"( ([[8.43537661e-02, 7.64240463e-01, 1.22375932e-01],
       [2.76082064e-01, 9.01049175e-01, 6.81549251e-02],
       [5.79123209e-01, 1.98073616e-01, 8.97861386e-04]]),  ([[0.55786728, 0.88859459, 0.87917578],
       [0.5094364 , 0.73348311, 0.47594393],
       [0.21108829, 0.8476541 , 0.728242  ]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
366,"( ([[0.8273551 , 0.3181758 , 0.27730942],
       [0.76518372, 0.70330333, 0.5054443 ],
       [0.02524398, 0.99417003, 0.10940295]]),  ([[0.95781113, 0.5680898 , 0.09149437],
       [0.70403126, 0.11526821, 0.33240042],
       [0.43898223, 0.9424691 , 0.44555205]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.        , 0.46096306, 0.53903694]),  ([0.28217393, 0.71782607, 0.        ]))]"
367,"( ([[0.22545812, 0.47895471, 0.56654682],
       [0.61449255, 0.76779345, 0.10340065],
       [0.14644683, 0.27477282, 0.36392522]]),  ([[0.6102474 , 0.28075321, 0.52759153],
       [0.99991239, 0.89950491, 0.13470499],
       [0.38604504, 0.95281835, 0.69725439]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
368,"( ([[0.5779299 , 0.46399414, 0.6004892 ],
       [0.43945973, 0.54017989, 0.70481639],
       [0.85318763, 0.27668367, 0.78744723]]),  ([[0.66826891, 0.95722416, 0.05412004],
       [0.29165419, 0.92600486, 0.37209759],
       [0.14627547, 0.3565698 , 0.85427241]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.        , 0.47327685, 0.52672315]),  ([0.       , 0.2387298, 0.7612702]))]"
369,"( ([[0.64113309, 0.0269518 , 0.16033116],
       [0.35789436, 0.72453456, 0.9071649 ],
       [0.46188516, 0.27285407, 0.39603007]]),  ([[0.66808812, 0.76533535, 0.59058909],
       [0.70121922, 0.17235846, 0.42140212],
       [0.20856885, 0.55145421, 0.79076929]]))","[( ([0.84467977, 0.15532023, 0.        ]),  ([0.71122295, 0.28877705, 0.        ]))]"
370,"( ([[0.47630018, 0.66375409, 0.31435288],
       [0.88016123, 0.46187351, 0.69146326],
       [0.43278587, 0.00788518, 0.53376681]]),  ([[0.21769532, 0.69754621, 0.61268951],
       [0.73027617, 0.97365689, 0.05739166],
       [0.38092762, 0.52846835, 0.16403034]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
371,"( ([[0.0156261 , 0.35293314, 0.56848532],
       [0.38203835, 0.6695515 , 0.81923116],
       [0.61952711, 0.37156606, 0.59885066]]),  ([[0.29395758, 0.71374051, 0.10448215],
       [0.94628351, 0.6978619 , 0.47365693],
       [0.27040558, 0.84673144, 0.18340577]]))","[( ([0.       , 0.6987907, 0.3012093]),  ([0.5564889, 0.4435111, 0.       ]))]"
372,"( ([[0.72337342, 0.66415373, 0.26466201],
       [0.59271464, 0.11044758, 0.39771019],
       [0.13493998, 0.19584908, 0.28929577]]),  ([[0.96314406, 0.47214928, 0.43395397],
       [0.45700869, 0.16353101, 0.25837476],
       [0.42098012, 0.15997949, 0.2635422 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
